env_package	samp_size	count
	2.3G	1
	2.39g	1
	2.39_g	1
	2.38g	1
	2.37 mg	1
	2.36g	1
	2.35 gram	1
	2.34g	1
	2.34MB	1
	2.34 mg	1
	2.33 gram	1
	2.33	1
	2.16g	1
	2.16MB	1
	2.16 mg	1
	2.16	1
	0.33	1
	2-3 beetles/pool	1
	2,9mg	1
	2,95 l	1
	2,5 l	1
	2,30g	1
	2,2mg	1
	0.330 L	1
	0.335g	1
	0.34	1
	0.340 L	1
	0.3433 g	1
	2 melons	1
	0.350 L	1
	0.3537 g	1
	0.357g	1
	2 individual	1
	2 grams for DNA extraction	1
	0.36 mg	1
	0.360 L	1
	0.3651 g	1
	2 g.	1
	0.368g	1
	2 g of feces	1
	0.37	1
	0.37 mg	1
	0.3704 g	1
	2.0 grams	1
	0.327g	1
	0.3275 g	1
	2.11	1
	2.15g	1
	2.15 mg	1
	2.15 gram	1
	2.15	1
	2.14g	1
	2.14 gram	1
	2.13MB	1
	2.13	1
	2.12MB	1
	2.11g	1
	2.110 L	1
	2.11 gram	1
	2.0L	1
	2.000 L	1
	2.09g	1
	2.07	1
	2.06g	1
	2.05MB	1
	2.05 mg	1
	2.05 gram	1
	2.05	1
	2.04 mg	1
	2.02g	1
	2.02MB	1
	2.01	1
	2.00MB	1
	2.4g	1
	0.320 L	1
	0.3112 g	1
	20 cm square	1
	20.14 g	1
	20.13 ng/ul	1
	20.1 g	1
	20.04 g	1
	20-Oct-10	1
	0.289g	1
	0.29 mg	1
	20 μl	1
	0.290 L	1
	20 pooled cores (depth 10 cm, diam 5 cm)	1
	0.2937 g	1
	0.296 g	1
	20 meter core	1
	0.2964 g	1
	0.297 g	1
	0.2992 g	1
	20 kg	1
	20 insects	1
	20 individuals	1
	20 individual	1
	20 grams of sludge from treatment plant	1
	20 grams	1
	20 gm	1
	20 g sediment	1
	0.2995g	1
	0.2g (wet)	1
	0.3 cm	1
	20.26 g	1
	20.31 g	1
	20.4 g	1
	0.2745 g	1
	200.28mg	1
	200.23mg	1
	200.20mg	1
	200.19mg	1
	200.16ng	1
	200.16mg	1
	200.12mg	1
	200.10mg	1
	200.05mg	1
	0.26~0.44*4.85~32.4	1
	200 ug of DNA	1
	0.27 mg	1
	200 m3	1
	20.68 mg	1
	200 individual	1
	200 gram	1
	0.28	1
	200 gm soil	1
	200 g of soil	1
	200 g Sphagnum magellanicum gametophytes	1
	0.287 g	1
	200 .91mg	1
	200 - 4 cm in any single dimension tissue biopsy	1
	0.2885 g	1
	20.93 ng/ul	1
	20.72 ng/ul	1
	20 cm2	1
	0.3-0.9 L surface seawater	1
	0.3101g	1
	20 adult worker bees	1
	2.740 L	1
	2.73MB	1
	2.72	1
	2.71 gram	1
	2.71	1
	2.70MB	1
	2.70 gram	1
	2.68 mg	1
	2.67 gram	1
	2.64 mg	1
	2.63MB	1
	2.63 gram	1
	2.61MB	1
	2.61G	1
	2.61 gram	1
	0.3019g	1
	2.59_g	1
	2.555 L	1
	2.55 gram	1
	2.55	1
	2.54g	1
	2.54 cm diameter and 152cm long core	1
	2.53MB	1
	2.52G	1
	2.52 g	1
	2.50MB	1
	0.3071 g	1
	2.75 L	1
	2.76MB	1
	2.78	1
	2.910 L	1
	20 Liters	1
	20 L seawater	1
	20 Kg	1
	20 - 4 cm in any single dimension tissue biopsy	1
	0.300 L	1
	0.3003 g	1
	2.97MB	1
	2.96MB	1
	2.96	1
	2.955 L	1
	2.94 gram	1
	2.93MB	1
	2.89MB	1
	2.78 gram	1
	2.89 mg	1
	2.88MB	1
	2.87_g	1
	2.87MB	1
	2.87 mg	1
	2.86MB	1
	2.85MB	1
	2.84 gram	1
	2.825 L	1
	2.81 gram	1
	2.80MB	1
	2.78MB	1
	0.3716g	1
	2 cm naturally hydrated thallus	1
	0.3724 g	1
	185Mbp	1
	18lb 14oz	1
	18_cm	1
	18958	1
	189 mg	1
	189 m3	1
	189 individual	1
	189 - 4 cm in any single dimension tissue biopsy	1
	188mL	1
	1885	1
	1880	1
	188 mg	1
	188 m3	1
	188 individual	1
	188 - 4 cm in any single dimension tissue biopsy	1
	187Mbp	1
	187952	1
	1878	1
	18769	1
	187398	1
	187 mg	1
	187 m3	1
	187 individual	1
	187 - 4 cm in any single dimension tissue biopsy	1
	1860 mL	1
	186 mg	1
	186 m3	1
	186 individual	1
	19 - 4 cm in any single dimension tissue biopsy	1
	19 cm diameter core; 0-3cm core depth	1
	19 cm2	1
	1901918375	1
	1916	1
	19158	1
	1915701107	1
	1915	1
	19126	1
	191 mg	1
	191 m3	1
	191 individual	1
	191 - 4 cm in any single dimension tissue biopsy	1
	190mL	1
	1905 OTU reads	1
	19034	1
	1900ml lake water	1
	19 individual	1
	1900	1
	190 mg	1
	190 m3	1
	190 individual	1
	190 - 4 cm in any single dimension tissue biopsy	1
	19.77 ng/ul	1
	19.7 g dry cryoconite	1
	19.57	1
	19 μl	1
	19 pooled humpback whale blow samples	1
	19 pooled cores (depth 10 cm, diam 5 cm)	1
	19 pieces of feces	1
	186 - 4 cm in any single dimension tissue biopsy	1
	18557	1
	192 - 4 cm in any single dimension tissue biopsy	1
	18532	1
	1820 mL	1
	1820	1
	182 ml	1
	182 mg	1
	182 m3	1
	182 individual	1
	182 bees	1
	182 - 4 cm in any single dimension tissue biopsy	1
	181971	1
	18117	1
	1810 mL	1
	1810	1
	181.5L	1
	181 mg	1
	181 m3	1
	181 individual	1
	181 - 4 cm in any single dimension tissue biopsy	1
	1807	1
	1800kb	1
	180 milligrams	1
	180 m3	1
	180 individual	1
	180 - 4 cm in any single dimension tissue biopsy	1
	0.4298	1
	18.8cm	1
	18.67 ng/ul	1
	18.5cm	1
	1823618kb	1
	18240	1
	1825	1
	1840240846	1
	185101	1
	185096250	1
	1850 mL	1
	185 mg	1
	185 m3	1
	185 individual	1
	185 - 4 cm in any single dimension tissue biopsy	1
	184cm	1
	184Mbp	1
	1847	1
	1846162096	1
	1843431516	1
	1840 mL	1
	1825674904	1
	184 ml	1
	184 mg	1
	184 m3	1
	184 individual	1
	184 - 4 cm in any single dimension tissue biopsy	1
	1838707516	1
	183 mg	1
	183 m3	1
	183 individual	1
	183 - 4 cm in any single dimension tissue biopsy	1
	1829414216	1
	1829072231	1
	1917353169	1
	192 individual	1
	0.3725 g	1
	199 individual	1
	1: 500 ml | 100 ml	1
	1: 5 L | 500 ml	1
	1: 300 ml | 2: 10 L	1
	1: 200 ml | 400 ml	1
	1: 200 ml | 100 ml	1
	1: 10 L | 2: 400 ml	1
	1: 10 L | 2: 300 ml	1
	1: 10 L | 2: 250 ml	1
	1: 10 L | 2: 200 ml	1
	19_cm	1
	1999ml	1
	199490	1
	1990632250	1
	199.93mg	1
	199.85mg	1
	199.84mg	1
	199.79mg	1
	199.77mg	1
	199.72mg	1
	199.57mg	1
	199.37mg	1
	199.29mg	1
	199.28mg	1
	199.09mg	1
	199.03mg	1
	199,53mg	1
	199 mg	1
	1: 500 ml | 200 ml	1
	1AM1_D1	1
	1Kg	1
	0.399g	1
	0.3738 g	1
	2 LITERS OF WATER SAMPLE	1
	0.374g	1
	0.375 L	1
	0.3794 g	1
	0.38	1
	0.380 L	1
	0.385	1
	0.387g	1
	0.389 g	1
	0.3928g	1
	1mg	1
	0.3L	1
	0.406g	1
	0.3~0.43 *4.3~42	1
	0.4 grams	1
	0.40 g	1
	0.40 mg	1
	1gm	1
	0.400 L	1
	1g each Soil/Sand sample	1
	1g Sample	1
	0.4003 g	1
	1aggregate	1
	0.401g	1
	1Litre	1
	199 m3	1
	199 - 4 cm in any single dimension tissue biopsy	1
	192 m3	1
	198mL	1
	195 m3	1
	195 individual	1
	195 - 4 cm in any single dimension tissue biopsy	1
	19480	1
	1948	1
	1943412750	1
	1943	1
	194 mg	1
	194 m3	1
	194 individual	1
	194 - 4 cm in any single dimension tissue biopsy	1
	1938	1
	1934967219	1
	1930924981	1
	1930 mL	1
	193 mg	1
	193 m3	1
	193 individual	1
	193 - 4 cm in any single dimension tissue biopsy	1
	192mL	1
	192L	1
	1929258850	1
	1923185521	1
	1922878kb	1
	19204	1
	1920 mL	1
	192 mg	1
	195 mg	1
	0.412g	1
	1955	1
	1971	1
	19888	1
	1987501438	1
	19828	1
	1982308927	1
	19808	1
	1980 mL	1
	198.92mg	1
	198 mg	1
	198 m3	1
	198 individual	1
	198 - 4 cm in any single dimension tissue biopsy	1
	1979119kb	1
	19708304	1
	195mg	1
	197 mg	1
	197 m3	1
	197 individual	1
	197 - 4 cm in any single dimension tissue biopsy	1
	19691363	1
	196883	1
	1967 mL	1
	1963362076	1
	196 mg	1
	196 m3	1
	196 individual	1
	196 - 4 cm in any single dimension tissue biopsy	1
	1362	1
	136.4 g dry cryoconite	1
	200.31mg	1
	100g15	1
	100g13	1
	100g12	1
	100g11	1
	100g10	1
	100g1	1
	100g soil, 20g root and 1g rhizosphere for each sample	1
	0.6	1
	0.6 grams	1
	100814	1
	1005 mL	1
	1004571250	1
	10033992	1
	10026	1
	100259	1
	100243	1
	0.602g	1
	0.61	1
	0.610g	1
	0.614g	1
	0.6186999999999999	1
	1000 individuals	1
	1000 L	1
	0.62	1
	0.622g	1
	100,000	1
	0.625 L	1
	0.628g	1
	100g14	1
	100g2	1
	10.20	1
	100g3	1
	101770	1
	10163	1
	10152	1
	1015	1
	101484	1
	10123	1
	1010 ml	1
	1010 mL	1
	101,8mg	1
	101 pooled cores (depth 10 cm, diam 5 cm)	1
	101 individual	1
	101 grams	1
	101 - 4 cm in any single dimension tissue biopsy	1
	0.584g	1
	100µL	1
	0.588g	1
	0.59	1
	0.5973	1
	0.597g	1
	0.598g	1
	100gm	1
	100g9	1
	100g8	1
	100g7	1
	100g6	1
	100g5	1
	100g4	1
	0.63	1
	100 pooled cores (depth 10 cm, diam 5 cm)	1
	0.630 L	1
	100 non engorged females	1
	10.44	1
	10.43	1
	10.42	1
	10.41 mg	1
	10.41	1
	10.40	1
	10.4	1
	10.39	1
	10.38	1
	10.37	1
	10.36	1
	10.35	1
	10.34	1
	10.33	1
	10.32	1
	10.31	1
	10.30 g	1
	10.30	1
	10.3	1
	10.29	1
	10.28	1
	10.27	1
	10.26	1
	10.25	1
	10.24	1
	10.23	1
	10.22	1
	10.45	1
	10.46	1
	10.47	1
	0.6592 g	1
	0.631g	1
	0.635 L	1
	0.638g	1
	0.63g	1
	0.64 mg	1
	0.643g	1
	0.64g	1
	100 m2	1
	100 kilograms	1
	100 individual	1
	0.652g	1
	100 gr of soil	1
	0.65g	1
	10.48	1
	0.66	1
	100 GM	1
	100 - 4 cm in any single dimension tissue biopsy	1
	0.67 g	1
	10.9	1
	0.67 mg	1
	10.8 liters	1
	10.8	1
	10.7	1
	10.61 g	1
	10.6	1
	10.5	1
	101µL	1
	0.583g	1
	102 - 4 cm in any single dimension tissue biopsy	1
	1049	1
	106 individual	1
	106 - 4 cm in any single dimension tissue biopsy	1
	0.5781000000000001	1
	105µL	1
	1059	1
	1058802321	1
	1058	1
	105765	1
	1057	1
	105676	1
	1056355500	1
	1056	1
	105560210	1
	1055 mL	1
	1054849000	1
	1054	1
	105390	1
	1053	1
	1052	1
	10512.63	1
	1051	1
	1050 mL	1
	105 pooled cores (depth 10 cm, diam 5 cm)	1
	105 individual	1
	105 - 4 cm in any single dimension tissue biopsy	1
	0.579g	1
	104µL	1
	106 multiplexed samples including positive and negative controls	1
	106 pooled cores (depth 10 cm, diam 5 cm)	1
	10606.89	1
	106µL	1
	1074	1
	107373	1
	10735.58	1
	1073	1
	1072	1
	1071	1
	1070495666	1
	107048	1
	1070	1
	107 pooled cores (depth 10 cm, diam 5 cm)	1
	107 individual	1
	107 - 4 cm in any single dimension tissue biopsy	1
	106902	1
	1061	1
	1069	1
	1068	1
	10675	1
	1067	1
	10658	1
	1065	1
	1064	1
	1063	1
	10627.67	1
	10626.45	1
	106220	1
	1062	1
	1049797750	1
	104895	1
	102 g	1
	1048177731	1
	1035	1
	1033	1
	1030610750	1
	1030 milligrams	1
	1030 mL	1
	103.58	1
	103 pooled cores (depth 10 cm, diam 5 cm)	1
	103 individual	1
	103 grams	1
	103 - 4 cm in any single dimension tissue biopsy	1
	0.58 g	1
	102µL	1
	1029101750	1
	1029	1
	102867	1
	10281.93	1
	10254.08	1
	1024849250	1
	1024391500	1
	1024020000	1
	1023463500	1
	1021	1
	102080154	1
	1020 ml	1
	102 pooled cores (depth 10 cm, diam 5 cm)	1
	102 individual	1
	102 grams	1
	1035684750	1
	10359	1
	1036	1
	10414	1
	1048	1
	1047	1
	1046	1
	104528	1
	1045	1
	104483	1
	1044	1
	10438.18	1
	104361	1
	1043170750	1
	1043	1
	1042	1
	1041	1
	1037	1
	1040	1
	104 pooled cores (depth 10 cm, diam 5 cm)	1
	104 individual	1
	104 grams	1
	104 g	1
	104 - 4 cm in any single dimension tissue biopsy	1
	103µL	1
	103G	1
	10393	1
	1039	1
	10386	1
	1038	1
	10.21	1
	10.2 cm	1
	136 ml	1
	1.4 (orig)	1
	1.380 L	1
	1.330 L	1
	1.31 gram	1
	1.30g	1
	1.2mm	1
	1.280 L	1
	1.28 mg	1
	1.270 L	1
	1.27 mg	1
	1.27 gram	1
	1.23g	1
	1.20 mg	1
	1.20 gram	1
	1.1mm	1
	1.180 L	1
	1.18 mg	1
	1.160 L	1
	1.150 L	1
	1.140 L	1
	1.11 gram	1
	0.81 mg	1
	1.0mm	1
	1.09 gram	1
	1.06 gram	1
	1.040 L	1
	1.02 mg	1
	1.01 gram	1
	1.4	1
	1.4 kg	1
	10.2	1
	1.40g	1
	1.5ml of cell culture at OD600 of 0.222	1
	1.5ml of cell culture at OD600 of 0.221	1
	1.5ml of cell culture at OD600 of 0.197	1
	1.58g	1
	1.57g	1
	1.568 g	1
	1.559 g	1
	1.54 gram	1
	1.52 gram	1
	1.51 mg	1
	1.50g	1
	0.79	1
	0.790 L	1
	0.792 g	1
	1.5 l	1
	0.8-1.0mm	1
	0.80 mg	1
	0.800 L	1
	1.4g	1
	1.496 g	1
	1.493 g	1
	1.47 mg	1
	1.46 mg	1
	1.45L	1
	1.456 g	1
	1.44 gram	1
	1.42 mg	1
	1.00 gram	1
	1.0-1.5 mm	1
	1.0 to 1.60.5 to 0.9 m	1
	0.815 L	1
	0.910 L	1
	1 gr	1
	1 g wet weight	1
	1 g wet sediment	1
	0.92	1
	1 g Sample	1
	0.92 gram	1
	0.92 mg	1
	0.920 L	1
	1 disk (10 cm diameter, 2 cm thick) = 1 replicate	1
	0.93g	1
	0.94 mg	1
	0.94g	1
	0.95 gram	1
	0.950 L	1
	0.95g	1
	0.960 L	1
	1 Ltr	1
	1 L triplicate; 8 sampling locations	1
	0.98 gram	1
	1 Kg infected wheat grain	1
	1 KG	1
	1 000 g	1
	1 - 50 ml steril falcon tube	1
	1 - 5 liters	1
	1 - 2 ml	1
	1 (orig)	1
	0.8L	1
	1 kg feather	1
	1 kg, three replicates.	1
	1 pool of 10 females	1
	1.0 L	1
	1-5gram	1
	1-2 mL	1
	1- 2 grams	1
	1,8mg	1
	1,5 l	1
	1,045202	1
	1% (w/v)	1
	0.83 mg	1
	0.83g	1
	0.840 L	1
	1 pool of 30 females	1
	0.84g	1
	0.880 L	1
	1 pellets	1
	0.850 L	1
	1 ng	1
	0.85g	1
	0.86 mg	1
	1 microgram	1
	1 mg faecal sample	1
	1 metagenome	1
	1 mL of mixed liquor	1
	1 ltr	1
	0.87 gram	1
	1 liter per experiment	1
	1.5ml of cell culture at OD600 of 0.228	1
	1.5ml of cell culture at OD600 of 0.231	1
	1.5ml of cell culture at OD600 of 0.233	1
	1.9 mg	1
	0.71 mg	1
	0.715	1
	10 individual adult Tetranychus evansi females	1
	10 individual	1
	10 grams of subsurface sediment and 1 L of groundwater	1
	10 grams of soil	1
	0.735 L	1
	10 gram of contaminated soil to crude oil	1
	0.73g	1
	0.74g	1
	0.750 L	1
	0.75g	1
	10 buds	1
	10 aggregates	1
	10 GM	1
	10 - 4 cm in any single dimension tissue biopsy	1
	1.9g	1
	1.99 gram	1
	1.98g	1
	1.98	1
	1.972 g	1
	1.97 mg	1
	1.97 gram	1
	1.960 g	1
	1.94 gram	1
	1.93_g	1
	1.920 L	1
	0.7095 g	1
	0.7025g	1
	0.70 gram	1
	10.11 g	1
	10.19	1
	10.18	1
	10.17	1
	10.16	1
	10.15	1
	10.14 g	1
	10.14	1
	10.13 g	1
	10.13	1
	10.12 mg	1
	10.12 g	1
	10.12	1
	10.11	1
	10 ml mixed liquor	1
	10.10 g	1
	10.10	1
	10.1	1
	10-60 liters	1
	0.6844 g	1
	0.687g	1
	10,282,708	1
	10 μl	1
	0.6896 g	1
	0.690 L	1
	0.695 L	1
	10 pooled cores (depth 10 cm, diam 5 cm)	1
	1.91 mg	1
	1.9 L	1
	1.5ml of cell culture at OD600 of 0.235	1
	1.8M	1
	1.7 (orig)	1
	0.78 gram	1
	1.6g	1
	1.69 mg	1
	1.672 g	1
	1.667 g	1
	1.665 g	1
	1.658 g	1
	1.654 g	1
	1.650 L	1
	1.64 mg	1
	1.64 gram	1
	1.63 gram	1
	1.610 L	1
	1.6 L	1
	1.5ml of cell culture at OD600 of 0.335	1
	1.5ml of cell culture at OD600 of 0.31	1
	1.5ml of cell culture at OD600 of 0.299	1
	1.5ml of cell culture at OD600 of 0.29	1
	1.5ml of cell culture at OD600 of 0.289	1
	1.5ml of cell culture at OD600 of 0.285	1
	1.5ml of cell culture at OD600 of 0.282	1
	1.5ml of cell culture at OD600 of 0.27	1
	1.5ml of cell culture at OD600 of 0.268	1
	1.5ml of cell culture at OD600 of 0.254	1
	1.5ml of cell culture at OD600 of 0.253	1
	1.5ml of cell culture at OD600 of 0.241	1
	1.7 L	1
	1.71 gram	1
	1.74g	1
	1.85	1
	1.89g	1
	1.89	1
	1.88	1
	1.877 g	1
	1.875 L	1
	1.874 g	1
	1.870 g	1
	1.87 gram	1
	1.869 g	1
	1.866 g	1
	1.858 g	1
	1.854 g	1
	1.84MB	1
	1.75	1
	1.84 mg	1
	1.80 gram	1
	1.8 mg	1
	1.797 g	1
	1.79	1
	1.775 g	1
	1.773 g	1
	1.770 g	1
	1.770 L	1
	1.76g	1
	1.768 g	1
	1.762 g	1
	1075	1
	1075678750	1
	1075684250	1
	1200 kg	1
	120 pooled cores (depth 10 cm, diam 5 cm)	1
	0.530 L	1
	120 mL sludge sample	1
	120 mL hot tap water	1
	120 mL	1
	120 m3	1
	120 individual	1
	0.5339999999999999	1
	120 - 4 cm in any single dimension tissue biopsy	1
	0.536g	1
	12.5	1
	12.43 g	1
	12.42 g	1
	12.34 mg	1
	12.29 mg	1
	12.2 g	1
	12.14 g	1
	12.1 g	1
	12,393,469	1
	12,1mg	1
	12 μl	1
	0.53g	1
	12 pooled cores (depth 10 cm, diam 5 cm)	1
	12 mm	1
	12 ml	1
	0.54 g	1
	12 liter	1
	0.53 g	1
	12004	1
	107573	1
	1207942750	1
	12378	1
	12320	1
	123 pooled cores (depth 10 cm, diam 5 cm)	1
	123 mL sludge sample	1
	123 m3	1
	123 individual	1
	123 - 4 cm in any single dimension tissue biopsy	1
	122389	1
	122351401	1
	1220 milligrams	1
	122 pooled cores (depth 10 cm, diam 5 cm)	1
	122 mL sludge sample	1
	122 m3	1
	122 individual	1
	122 - 4 cm in any single dimension tissue biopsy	1
	1214	1
	1211489	1
	12114147998	1
	121107895	1
	121098	1
	1210 mL	1
	121 pooled cores (depth 10 cm, diam 5 cm)	1
	121 mL sludge sample	1
	121 m3	1
	121 individual	1
	121 - 4 cm in any single dimension tissue biopsy	1
	120g	1
	0.54 mg	1
	12 leaf disks per stream	1
	12 individuals	1
	12 individual	1
	118 pooled cores (depth 10 cm, diam 5 cm)	1
	118 mL	1
	118 m3	1
	118 individual	1
	118 - 4 cm in any single dimension tissue biopsy	1
	0.543g	1
	11791	1
	1179	1
	1178351000	1
	1178	1
	1177	1
	1176	1
	1175	1
	1174	1
	1173	1
	1172	1
	1171	1
	1170806500	1
	1170466000	1
	117045	1
	1170	1
	117 pooled cores (depth 10 cm, diam 5 cm)	1
	117 m3	1
	117 individual	1
	117 - 4 cm in any single dimension tissue biopsy	1
	1169	1
	11685	1
	1180072250	1
	11801 OTU reads	1
	118120	1
	1197171710	1
	12 cm2	1
	0.540 L	1
	12 - 4 cm in any single dimension tissue biopsy	1
	11mL	1
	11lb 7oz	1
	11lb 3oz	1
	11lb 11oz	1
	11_cm	1
	11L	1
	11AM1_D26	1
	11989	1
	11973	1
	119402	1
	11823	1
	119061	1
	11906	1
	1190 mL	1
	119 pooled cores (depth 10 cm, diam 5 cm)	1
	119 m3	1
	119 individual	1
	119 - 4 cm in any single dimension tissue biopsy	1
	1188471750	1
	11865963	1
	1186	1
	118406	1
	11837	1
	123mg	1
	124 - 4 cm in any single dimension tissue biopsy	1
	124 individual	1
	13 μl	1
	13201	1
	1320 ml	1
	132 m3	1
	132 individual	1
	132 - 4 cm in any single dimension tissue biopsy	1
	13119	1
	1310702493	1
	131.04	1
	131 m3	1
	131 individual	1
	131 - 4 cm in any single dimension tissue biopsy	1
	130ml	1
	130mg	1
	1308	1
	130.72	1
	130 mL	1
	130 m3	1
	130 individual	1
	130 g	1
	130 - 4 cm in any single dimension tissue biopsy	1
	0.515	1
	0.5185g	1
	13.55	1
	13.15 ng	1
	13.09 mg	1
	13,936,912	1
	13,904,849,461	1
	13231	1
	13294	1
	133 - 4 cm in any single dimension tissue biopsy	1
	134668737	1
	136 m3	1
	136 individual	1
	136 - 4 cm in any single dimension tissue biopsy	1
	135cm	1
	135Mbp	1
	13513	1
	135 m3	1
	135 individual	1
	135 - 4 cm in any single dimension tissue biopsy	1
	0.5108 g	1
	134Mbp	1
	134851	1
	13466	1
	133 individual	1
	1340	1
	134 ml	1
	134 m3	1
	134 individual	1
	134 fecal samples	1
	134 - 4 cm in any single dimension tissue biopsy	1
	133873	1
	133865	1
	133685	1
	13364	1
	13340	1
	133 m3	1
	13,399,690	1
	13 pooled cores (depth 10 cm, diam 5 cm)	1
	124 m3	1
	13 plants	1
	127794	1
	127013	1
	127 pooled cores (depth 10 cm, diam 5 cm)	1
	127 m3	1
	127 individual	1
	127 - 4 cm in any single dimension tissue biopsy	1
	126Mbp	1
	126723	1
	126 pooled cores (depth 10 cm, diam 5 cm)	1
	126 ml	1
	126 mL sludge sample	1
	126 m3	1
	126 individual	1
	126 g	1
	126 - 4 cm in any single dimension tissue biopsy	1
	12550	1
	1250	1
	125 pooled cores (depth 10 cm, diam 5 cm)	1
	125 mL sludge sample	1
	125 m3	1
	125 individual	1
	125 - 4 cm in any single dimension tissue biopsy	1
	1240 mL	1
	1240	1
	124 pooled cores (depth 10 cm, diam 5 cm)	1
	124 ml	1
	124 mL sludge sample	1
	1278	1
	128 - 4 cm in any single dimension tissue biopsy	1
	128 individual	1
	12AM2_D26	1
	13 pieces of feces	1
	13 ml	1
	13 individual	1
	13 g	1
	13 cm2	1
	13 cm, 1 cm round	1
	13 - 4 cm in any single dimension tissue biopsy	1
	0.52	1
	12lb 7oz	1
	12lb 15oz	1
	12lb 12oz	1
	12_cm	1
	12999	1
	128 m3	1
	1295	1
	1290	1
	129 m3	1
	129 individual	1
	129 - 4 cm in any single dimension tissue biopsy	1
	1288	1
	128734	1
	12828	1
	1280g	1
	1280	1
	128 pooled cores (depth 10 cm, diam 5 cm)	1
	128 ml	1
	1168	1
	116620	1
	1166	1
	0.5659000000000001	1
	11.26 g	1
	11.2 g	1
	11.12 g	1
	11.1 g	1
	11.1	1
	11,6mg	1
	11 μl	1
	11 seawater samples, 3 unkown Ircinia samples, and 20 Ircinia campana samples	1
	11 pooled cores (depth 10 cm, diam 5 cm)	1
	11 pieces of feces	1
	11 ml	1
	11 individuals	1
	11 individual	1
	11 cm2	1
	11 cm diameter core; 0-3cm core depth	1
	11 L	1
	11 ?g	1
	11 - 4 cm in any single dimension tissue biopsy	1
	0.560g	1
	0.563g	1
	0.564g	1
	10lb 12oz	1
	10lb 10oz	1
	10gms	1
	10gm	1
	0.5655	1
	10g sediment	1
	11.3 g	1
	11.4 g	1
	11.5 g	1
	1100946250	1
	1109	1
	11086	1
	1108	1
	1107	1
	110684	1
	1106	1
	11054	1
	1105	1
	1104	1
	1103	1
	1102	1
	1101	1
	11006.04	1
	11.6 g	1
	1100 ml	1
	1100 milligrams	1
	110 pooled cores (depth 10 cm, diam 5 cm)	1
	110 ml	1
	110 m3	1
	110 individual	1
	110 g	1
	110 - 4 cm in any single dimension tissue biopsy	1
	0.56 mg	1
	11.9 g	1
	11.8 g	1
	11.7 g	1
	10g per sample	1
	0.57 mg	1
	0.55g	1
	10_cm	1
	1088	1
	1087	1
	108655	1
	1086	1
	108522	1
	10850.39	1
	1085	1
	1084400250	1
	10838	1
	1083	1
	108211	1
	1082	1
	1081	1
	108.48	1
	108 pooled cores (depth 10 cm, diam 5 cm)	1
	108 m3	1
	108 individual	1
	108 - 4 cm in any single dimension tissue biopsy	1
	107µL	1
	107mL	1
	1078442750	1
	1078	1
	10777	1
	1077259000	1
	1077	1
	1076866	1
	1076	1
	1089	1
	108µL	1
	109 - 4 cm in any single dimension tissue biopsy	1
	109735	1
	0.5710000000000001	1
	10GM	1
	10AM6_D8	1
	10: (adults=5; chicks=5)	1
	10: (adults=10)	1
	109µL	1
	109Mbp	1
	1099	1
	1098496500	1
	1098232750	1
	1098	1
	1097618250	1
	1096	1
	109 individual	1
	1095	1
	1094707000	1
	10940857	1
	1094	1
	1093	1
	1092	1
	109187	1
	1091	1
	10905367	1
	1090	1
	109 pooled cores (depth 10 cm, diam 5 cm)	1
	109 m3	1
	110µL	1
	111 - 4 cm in any single dimension tissue biopsy	1
	116555	1
	113532	1
	114Mbp	1
	1149	1
	1148	1
	1145	1
	1144	1
	1143136750	1
	1143	1
	11420.07	1
	1142	1
	1141842750	1
	1141	1
	1140748250	1
	1140	1
	114 pooled cores (depth 10 cm, diam 5 cm)	1
	114 m3	1
	114 individual	1
	114 g	1
	114 - 4 cm in any single dimension tissue biopsy	1
	0.55 g	1
	113mL	1
	1139	1
	113864	1
	113814	1
	1138	1
	1137648000	1
	1137	1
	1136686000	1
	115 - 4 cm in any single dimension tissue biopsy	1
	115 g	1
	115 individual	1
	1157	1
	11652	1
	1164	1
	1163	1
	1162	1
	1161	1
	116 pooled cores (depth 10 cm, diam 5 cm)	1
	116 m3	1
	116 individual	1
	116 - 4 cm in any single dimension tissue biopsy	1
	115mg	1
	1159	1
	1158	1
	115670	1
	115 m3	1
	1156	1
	1155	1
	115478	1
	1154	1
	115359	1
	1153	1
	1152bp	1
	1152	1
	1151	1
	1150 ml	1
	1150	1
	115 pooled cores (depth 10 cm, diam 5 cm)	1
	1136	1
	1135	1
	111 g	1
	1134	1
	1120 l	1
	1120	1
	112 pooled cores (depth 10 cm, diam 5 cm)	1
	112 m3	1
	112 individual	1
	112 g	1
	112 - 4 cm in any single dimension tissue biopsy	1
	111µL	1
	1119	1
	111800	1
	1118	1
	1117	1
	1116617500	1
	111626	1
	1116	1
	111502	1
	1115	1
	1114	1
	1113	1
	11120	1
	1112	1
	1111	1
	1110531250	1
	111.3 g dry cryoconite	1
	111 pooled cores (depth 10 cm, diam 5 cm)	1
	111 m3	1
	111 individual	1
	1120297750	1
	11208593	1
	1121	1
	1128 ml	1
	1133	1
	1132	1
	1131	1
	1130 milligrams	1
	1130	1
	113 pooled cores (depth 10 cm, diam 5 cm)	1
	113 m3	1
	113 individual	1
	113 g	1
	113 - 4 cm in any single dimension tissue biopsy	1
	0.55 mg	1
	1129	1
	11275.71	1
	11213080	1
	11272	1
	1127	1
	1126	1
	1125935750	1
	11254	1
	1125	1
	1124692000	1
	1124143733	1
	1124	1
	1123	1
	1122216250	1
