env_package	samp_collect_device	count
	Polycarbonate membrane	6
	single cells picking	6
	SCUBA divers	6
	standard protocol	6
	Conductivity, temperature, depth rosette	6
	HiSeq2000	6
	Ponar grab	6
	mechanical arm of an ROV	6
	standard dissection procedure	6
	kicknet	6
water	Kemmerer	6
	vertical phytoplankton net haul	6
	Hand Corer	6
	Shotgun metagenomic sequencing	6
	Net Tow	6
	Negative control sample, created by swabbing a clean section of plastic sheeting after 24 hours in place under bats	6
soil	push core 10 cm[L] x 2 cm[diam]	6
	eggs hatched	6
	mat sampler	6
	Collected with peristaltic pump through a hole drilled in the ice near the center of the river channel	6
	LD	6
	ISCO Sampler	6
	enrichment culture	6
	Autoclaved sampling tubes	6
	Polycarbonate push core	6
	Hose_20m	6
	0.22-µm cellulose nitrate filters	6
	enriched the sludge from pond	6
	commercial well	6
	Superficial sediment	5
	48	5
	three random points from plot - composite sample	5
	Liquid nitrogen	5
	tissue sample via fin clip	5
	Limno_10um	5
	30	5
	Rainfall water collector	5
	airburshed coral tissue	5
	scraping with sterilized blade	5
	12L Niskin bottle	5
	39	5
	syringe and needle	5
	Surface sterilised (70% v/v ethanol/water) plant clippers and soil spatula	5
	Scraping of biofilm with sterilized metal balde and collection in plastic tube	5
	Laboratory designed air sampler	5
	2cm diameter soil corer	5
	26	5
	sterile plastic bijoux	5
	aerobe	5
	Surface sediment	5
	37	5
	3 layer	5
	Kovacs ice core	5
	captive	5
	25	5
	ROV Yogi suction sampler	5
	0.22 um filtered in situ	5
	surface water, plastic PET bottle	5
	box-corer	5
	32	5
	28	5
	Fresh samples were filtered from polycarbonate filters 5.0 µm and 0.22 µm	5
	Trap 4	5
	34	5
	Smith McIntyre grab sampler	5
	Wet histobrush	5
	collapsible bag	5
host-associated	ROV SCINI	5
	Transfer of liquid by glass pipette	5
	40	5
	Sterilized bottle	5
	38	5
	Hand pick	5
	centrifuge	5
	Negative PCR Control	5
	29	5
	27	5
water	boxcorer	5
	46	5
	ROV Jason pushcores	5
	Multi-Corer (MUC), research expedition SO223T	5
	47	5
	direct collection of filter media	5
	Niskin sampler	5
	Soil extraction	5
	36	5
	Sterile Spatula	5
	Groundfos pump	5
	31	5
	REPS	5
	N.A.	5
	0.05 m2 box core	5
	35	5
	Incubation	5
	Swinnex filter holders and Whatman glass fiber filters	5
	cytoscope	5
	Manual collection	5
	45	5
	Limno 10um	5
	Dry histobrush	5
	extended shoe coring system	5
	plankton tow	5
	Cut approximately 25 cm2 of bark with sterile knife, collect in sterile bag. Transported frozen to the laboratory and stored at -80 C.	5
	sampled into 1.5 mL of eppendorf tube	5
	Biosampler collector	5
	received 3.5% (w/v) dextran sulfate sodium	5
sediment	bulber	5
	milking tube	5
	received 3.5% (w/v) dextran sulfate sodium and the high-dose (HD) group, were given 1 × 109 or 1 × 1010 CFU/mL L. plantarum L15	5
	Bulk collection of water via sterile bottles; vacuum filtered.	5
	push-core	5
	high throughput screening	5
	massive block	5
	effluent digestate collection	5
	piston core	5
	respirometer	5
	Composting samples were collected from the S‹o Paulo University Recycling Project (S‹o Carlos campus) during the final mesophilic phase at locations 30 cm below the surface. A 1% (w/v) homogenized composting sample was used to inoculate minimal medium (MM). Cultures were supplemented with 3% (w/v) Sugarcane Bagasse (SCB) and incubated at 30 ¡C with 150 rpm agitation for up to five weeks. Prior to use, SCB was washed and dried at 50 ¡C. Weekly sampling was performed on three biological replicates. SCB and microbial biomass were separated from culture supernatant by centrifugation at 3,000 x g for 5 minutes at room temperature and used for nucleic acid extraction and biomass analysis.	5
	individual sampling	5
	5 ml Epp tube	5
	puchcore sediment 22-24 cm	5
	Dry cytobrush	5
	multiple syringes	5
	filtration in 0.2 um Durapore filters	5
	plant uprooting	5
	sample collected using box corer.	5
	saline	5
	Faecal Collection	5
soil	destructive sampling	5
	particulate sampler	5
	0.45 um Sterivex filter	4
miscellaneous natural or artificial environment	Sample placed in sealed bag	4
	Sterivex 0.22 um Filter Unit	4
	1instar DNJ 3%	4
water	0.22 um filtrated river water mixed with unfiltrated river water	4
	sterile saline flush	4
	hybrid pressure-coring system	4
	hydraulic piston coring system	4
	illumina Mi-Seq	4
	NISKIN SAMPLER	4
	Anaerobic incubation of soil slurry at 35¡ãC, replicate 2	4
	CTD rosette Niskins	4
	dustream collector	4
	Anaerobic incubation of soil slurry at 35¡ãC, replicate 1	4
	push core on DSV Doc Ricketts	4
	Mobile Pumping System (MPS)	4
	sediments sampled using a Van Veen grab sampler	4
	Specimen pot	4
	collecting feces in the rectum	4
	100	4
	Anaerobic incubation of soil slurry at 35¡ãC, replicate 3	4
	Anode and cathode biofilm	4
	Spiders were purchased from a collector in Germany	4
	Sampled into a 1.5 mL EP tube	4
	1instar DAB-1 3%	4
	sample collected at time-point 0h	4
	soil sample	4
	Dig with sterile spoon approximately 2 g, until Persea americana roots found. Soil adjacent to roots collected in sterile bag. Transport frozen to the laboratory and stored at -80 C.	4
	gravity type sampler	4
	cutting - secateurs	4
	Sonication for 3 minutes	4
	5mL sterile sample tubes	4
	sample collected at time-point 5h	4
	Samples were collected in sterile 15mL conicals and preserved in RNALater and frozen until extraction	4
	Spade, sterilized with ethanol	4
	PS	4
	incubation	4
	IODPcore	4
	Sediment sample Colllected using Van Veen grab	4
	The Water samples are collected from 4 locations in the Cochin estuary using Niskin Sampler.	4
	Hose	4
	Perspex tubes	4
	Biofilm on sulfur/limestone particles	4
	manual root collection	4
	knife	4
	Novel microcosm containing phytate used for in-soil issolation	4
	Particulate monitoring station (Skypost PM, Tecora)	4
	manual micromanipulation	4
	Negative	4
	ITS1	4
	Bio-TrapÂ®	4
	lab scale conical flask	4
	lumbar puncture	4
	Synthetic gBlocks COI fragments	4
	12 litres Niskin bottles	4
	Bio-TrapÂ® Replicate 1	4
	PBS immersion for 15 minutes	4
	Bio-TrapÂ® Replicate 2	4
	cork borer 7 mm diameter	4
	Seabird CTD Rossete	4
	Blank	4
	Wide Mouth Sterile Container	4
	Wet cytobrush	4
	Soil collection, Soil baiting, and White trap	4
	['Collected from Wet Sedge tundra with a long steel needle and syringe from the top of the frozen soil layer, and filtered onto a 0.22 micron pore size Sterivex filter (Millipore)', '']	4
	universal incandescent light traps (250 W, OSRAM, Germany)	4
	Sampling was performed by King Abdullah University of Science and Technology (KAUST) Coast & Marine Resources Core Lab (CMOR). The dimensions of each core sample were 20-25 cm long and 5 cm in diameter .All samples were collected from a 5-30 cm depth	4
	Anaerobic incubation of soil slurry at 30¡ãC, replicate 3	4
	75 m below surface	4
	Polarized anode in hot spring	4
	Dental Calculus removed from tooth with sterile dental pick. Placed in individual sterile screw-cap tubes	4
	sterileÊequipment	4
	Hand / scissors	4
	nonpolarized anode control electrode in hot spring	4
	nonpolarized cathode control electrode in hot spring	4
	Hand collected	4
	Physical	4
	Pheromone trap	4
sediment	Multi corer; 0-5cm	4
	post mortem	4
	Niskin, CTD	4
	Polarized cathode in hot spring	4
	2instar DAB-1 3%	4
	sample collected at time-point 8h	4
	Electrodes from microbial Fuel cell	4
	whole tissue extraction	4
	sectioned core, fine grained light brown sediment	4
	Sterile Bottle	4
	minicore	4
	Sterile_tube	4
	Sterile 50 mL centrifuge tube	4
	tissue homogenate	4
	collected leaves	4
	benthic grab sampler	4
	SCUBA diving/RNAlater	4
	collected mesh ingrowth bags of (conway granite) rocks buried at 10cm	4
	diet	4
	collected roots	4
	detaching from roof and side wall	4
	Cells retained on 0.2 um filter was used for RNA extraction	4
	three rounds of infection and picking of isolated plaques	4
	watersampler and filtration	4
	2instar control	4
sediment	Box Core and sub sampled with 5 cc syringe corer	4
	RNA	4
	bottle, 0-0.5 m depth	4
	150 m below surface	4
	filtered water (extraction negative control)	4
	200 ml bottles	4
	carboy	4
	filtration, 0.2 m pore size	4
	centrifugation	4
	Sterile collection	4
	Reineck box corer	4
	10000	4
	sterile conical tubes	4
water	Niskin Sampling Bottle	4
	box core or megacore	4
	bottle, transport (<1 hour), syringe, 2x 15 ml, spin down, decant, freeze	4
	collected from a 150 l tank	4
	samples was collected in liquid nitrogen.	4
	Ruttner_5L	4
	Manned submersible	4
	Carabao-baited trap	4
	Electric Borehole Drill	4
	Bio-TrapÂ® Replicate 3	4
	Anaerobic incubation of soil slurry at 25¡ãC, replicate 2	4
	glass_bottle	4
	Anaerobic incubation of soil slurry at 30¡ãC, replicate 1	4
	pharyngeal swab	4
	16S amplicon NGS_Miseq Illumina	4
	Anaerobic incubation of soil slurry at 20¡ãC, replicate 1	4
	Anaerobic incubation of soil slurry at 20¡ãC, replicate 2	4
	Anaerobic incubation of soil slurry at 25¡ãC, replicate 1	4
	Van Dorn horizontal water sampler	4
	sectioned core, thick dark gray mud, organic rich with leaf litter and some small twigs	4
	1instar control	4
	QIAamp DNA Stool Mini Kit	4
	Anaerobic incubation of soil slurry at 20¡ãC, replicate 3	4
	Standard soil sampling	4
	"9"" x 9"" ITW Texwipe, soaked in 15 mL of sterile molecular grade water"	4
	augering	4
	Anaerobic incubation of soil slurry at 25¡ãC, replicate 3	4
	nylon screen sampler	4
	surface sterilised host, collection by capillar penetrating into symbiotic cavity	4
	Standard Protocol	4
	Anaerobic incubation of soil slurry at 30¡ãC, replicate 2	4
	sediment cores	4
	Flow-through seawater	4
	['Collected from Birch-Willow tundra with a long steel needle and syringe from the top of the frozen soil layer, and filtered onto a 0.22 micron pore size Sterivex filter (Millipore)', '']	3
	Surface sterilized spatula	3
	tooth pick	3
	filter9	3
	Jar	3
	Jason II ROV	3
	Membrane pump	3
	1 litre collection pot	3
	Curl curl	3
	Spon	3
	cannulated animals	3
	80 micron plankton net	3
	Surface sediments were collected with a sterile spatula into sterile containers and immediately placed into a refrigerator	3
	Blank (milliQ water) fluid filtered in the field onto a 0.2um sterivex filter	3
	filter8	3
	2instar DNJ 3%	3
	sterile cotton swabs	3
	Manual pump	3
	North Sydney	3
	Sterilized excavation equipment	3
	extended punch coring system	3
	Surrounding seawater at the sampling site were collected in a sterile container	3
	sterile bottle, 1 L	3
	88	3
	lab grown	3
	Sterile tip	3
	330 micron plankton net	3
	Soil Auger SOD-GP Dormer type	3
	Surface water sampling	3
	Sterile tube with RNA Later	3
	Sterile polythene bags	3
	total contents from cannulated rumen	3
	larval sampling	3
	grab sampler	3
	filter7	3
	Livingstone Corer	3
	Manual Collection	3
	filter holder connected to borehole	3
	freeze dry	3
	filter3	3
	Soil collected from the rhizosphere	3
	Niskin bottle	3
	3-20 micron fraction	3
	received CTX at the dose of 80 mg/kg body weight	3
	MockControl(Positive)	3
	Collected on 0.45 um MCE filter	3
	Necropsy	3
	administered with 250 mg/kg BW of AAP1 by gavage once daily	3
	filter4	3
	Soil was collected with a shovel. The top 5 cm was removed and the 10 cm below this collected.	3
	30 L Plastic carboy	3
	99	3
	filter1	3
	filter10	3
	remotely-operated vehicle	3
	Calyx core drilling	3
	filter2	3
	Multi-Corer (MUC), research expedition M79.1	3
	flowcell	3
	Soil collected from plant rhizosphere	3
	filter6	3
	Soil auger was used at a depth of 15cm	3
	Supernatant from sediment corer	3
	intact sediment cores	3
	collecting with sediment grabber, forceps	3
	tissue swab	3
	Bulk collector	3
	filter5	3
	Niskin bottle mounted on remotely operated vehicle	3
	soil	3
	Submarine Alvin, R/V Atlantis	3
	Soil collected from area that was free of the plant roots	3
	Soil collected from area that was free of the plant roots 30 m away	3
	Subculture and Cultivated in filter paper medium for 8 days	3
	Subculture and Cultivated in filter paper medium for 3 days	3
	Subculture and Cultivated in filter paper medium for 15 days	3
	Soil collected from area that was free of the plant roots 1 km away	3
	['Collected from Tussock tundra with a long steel needle and syringe from the top of the frozen soil layer, and filtered onto a 0.22 micron pore size Sterivex filter (Millipore)', '']	3
	sterile falcons, fixed by 96% ethanol, stored at -72 ° C	3
	Core sampler	3
	Specimens cut off by sterilized scissors	3
	Soil collected from area that was free of the plant roots 100 m away	3
	Sterile Scoop	3
	Permafrost cored with a 70% ethanol-rinsed polycarbonate tube. Soil samples were extracted through the sampling port. Details are provided in Stackhouse et al. (2015) J. Geophys. Res. Biogeosci., 120, doi:10.1002/2015JG003004.	3
	#4 cork borer	3
	manual water pump	3
	Van Veen Grab	3
	pelletized aqueous culture	3
sediment	50 ml conical tube	3
	petri dish	3
built environment	filtration	3
	Visual inspections with the aids of flashlight and collecting the samples using forceps.	3
	Fluorescence Activated Cell Sorting (FACS)	3
	1 L bottle of sterile water	3
	WP2 net (Hydro-bios, Kiel, Germany)	3
	Sample collected from unused 0.22 um membrane filter	3
	Fresh samples were filtered from polycarbonate filters 5.0 m and 0.22 m	3
	Fresh samples were filtered through polycarbonate filters with 5.0 µm and 0.22 µm pore size	3
	Washing process	3
	Anode biofilm	3
	metal scoop	3
	Anoxic water was pumped to the surface through a flushed line using a gear pump. Water was pumped directly into 120 mL glass serum bottles that were allowed to overflow for several seconds and then quickly sealed using rubber stoppers.	3
	Apple Cider Vinegar in red cup trap	3
	Trap 6	3
	Trap 5	3
	Asceptically collected	3
	water bucket	3
	eDNA Sampler, Smithroot Inc.	3
	Grab sample from bioreactor	3
	Grab sampling of surface soil	3
	10 liter Niskin bottle	3
	Autoclaved sampling bottle	3
	water	3
	625	3
	Gut isolation	3
	RANDOMIZED COLLECTION	3
	diffusive microbial sampler	3
water	0.2 micron sterivex	3
	scuba diving, tube	3
wastewater_sludge	airtight plastic container	3
	Falcon tubes	3
	Rice straw	3
	50	3
	needle samples	3
	50 mL falcon tube	3
	scissors	3
	scoop	3
	nil	3
	R_Trap	3
	49	3
	Esophegeal intubation	3
	Esophegeal Intubation	3
	~1L fracture fluids collected with 0.2 micron Sterivex filter, biofilms harvested from in situ bioreactors	3
	10% LB medium with 1.5% agar	3
	50ml tubes	3
	51	3
	52	3
	mist net	3
	55	3
	direct sampling from the bioreactor	3
	zig-zag and net	3
	Advance piston coring	3
	Fin tissue was obtained and fixed in 95% alcohol.	3
	ROV Jason II, R/V Melville	3
